,1,1,2,3,4,5,6,7,8,9,10,11,12,13
1,3.3276490004560166e-05,1.5780235156197567e-06,-1.8485936778222865e-06,2.9226564838893352e-06,-2.211649012820508e-06,-8.197052211640459e-07,5.799166473404829e-08,-3.3902511330650146e-07,-1.0263942456987266e-07,1.593615336799143e-06,4.6925885068825526e-07,-1.72692631538558e-06,8.180061783418129e-07,-6.863397336481279e-08
1,1.5780235156197567e-06,3.262148805896976e-05,4.7404632465770514e-07,3.3566981580003025e-07,-1.7925376209733238e-07,-1.348894936813949e-07,-1.6169601246663443e-07,6.911191412536905e-08,2.1502400548862703e-09,2.726558380853785e-07,3.7326706358026224e-07,5.566828574252583e-08,-1.499452060455014e-07,2.8921809075744084e-07
2,-1.8485936778222865e-06,4.7404632465770514e-07,3.267678208907792e-05,-1.0781028603382064e-06,5.980141975254391e-07,-1.49151422821488e-08,-1.9272671317503856e-07,-5.473872195737124e-08,-1.6245146749990482e-07,-3.8609659188467707e-07,2.3265427317927034e-07,-5.060059698087312e-09,-6.083915094181631e-08,1.4305884634515288e-08
3,2.9226564838893352e-06,3.3566981580003025e-07,-1.0781028603382064e-06,3.28850726521827e-05,-1.1600535962656934e-06,-5.394999929184504e-07,4.212400296598352e-07,-8.124148200190464e-07,-1.2101702302209367e-07,3.0090548551128157e-07,4.811669665701049e-07,-6.542085118856771e-07,4.7124516156229357e-07,-6.555689886488197e-08
4,-2.211649012820508e-06,-1.7925376209733238e-07,5.980141975254391e-07,-1.1600535962656934e-06,3.275026375508004e-05,4.497713892409635e-07,-8.416807566632352e-08,4.1052321194727633e-07,-1.648528940422831e-07,-2.255713363264065e-07,1.6289164800341102e-07,5.483696031130024e-07,-9.695691526456355e-07,-2.6385463662821766e-07
5,-8.197052211640459e-07,-1.348894936813949e-07,-1.49151422821488e-08,-5.394999929184504e-07,4.497713892409635e-07,3.257890009119028e-05,3.043761794082281e-08,-1.6743475760039303e-07,-1.2130507380061188e-08,-5.349173392236486e-08,-8.312388275948623e-07,1.581203261701491e-07,1.621351506109993e-08,1.038776280996866e-07
6,5.799166473404829e-08,-1.6169601246663443e-07,-1.9272671317503856e-07,4.212400296598352e-07,-8.416807566632352e-08,3.043761794082281e-08,3.254055900738032e-05,3.1517672454779063e-07,2.4490169624862115e-08,-2.3072031732652887e-07,3.1357623447732237e-07,3.7083375454040364e-08,1.1166176389068954e-07,-9.41683666074968e-08
7,-3.3902511330650146e-07,6.911191412536905e-08,-5.473872195737124e-08,-8.124148200190464e-07,4.1052321194727633e-07,-1.6743475760039303e-07,3.1517672454779063e-07,3.258907084002513e-05,3.009345474535751e-07,-8.661285982942376e-07,1.5549827082194027e-07,4.869408154171314e-07,-2.561050074225969e-07,-6.771897035966547e-08
8,-1.0263942456987266e-07,2.1502400548862703e-09,-1.6245146749990482e-07,-1.2101702302209367e-07,-1.648528940422831e-07,-1.2130507380061188e-08,2.4490169624862115e-08,3.009345474535751e-07,3.253842612599406e-05,3.036119522490771e-07,-4.522726923024937e-08,-1.3428433074693683e-07,-4.7143988941420943e-08,-3.9170349214111136e-07
9,1.593615336799143e-06,2.726558380853785e-07,-3.8609659188467707e-07,3.0090548551128157e-07,-2.255713363264065e-07,-5.349173392236486e-08,-2.3072031732652887e-07,-8.661285982942376e-07,3.036119522490771e-07,3.2651123530220595e-05,-4.3862643335420957e-07,-5.623415816716355e-07,4.144864142256239e-08,-4.2509305433209877e-07
10,4.6925885068825526e-07,3.7326706358026224e-07,2.3265427317927034e-07,4.811669665701049e-07,1.6289164800341102e-07,-8.312388275948623e-07,3.1357623447732237e-07,1.5549827082194027e-07,-4.522726923024937e-08,-4.3862643335420957e-07,3.258211821218194e-05,4.283696017005371e-07,-1.6021310406914432e-07,3.489284409492894e-08
11,-1.72692631538558e-06,5.566828574252583e-08,-5.060059698087312e-09,-6.542085118856771e-07,5.483696031130024e-07,1.581203261701491e-07,3.7083375454040364e-08,4.869408154171314e-07,-1.3428433074693683e-07,-5.623415816716355e-07,4.283696017005371e-07,3.2651323251494057e-05,-2.665402793469831e-07,-2.0262513129505292e-07
12,8.180061783418129e-07,-1.499452060455014e-07,-6.083915094181631e-08,4.7124516156229357e-07,-9.695691526456355e-07,1.621351506109993e-08,1.1166176389068954e-07,-2.561050074225969e-07,-4.7143988941420943e-08,4.144864142256239e-08,-1.6021310406914432e-07,-2.665402793469831e-07,3.258012421319456e-05,-1.8146046626352377e-08
13,-6.863397336481279e-08,2.8921809075744084e-07,1.4305884634515288e-08,-6.555689886488197e-08,-2.6385463662821766e-07,1.038776280996866e-07,-9.41683666074968e-08,-6.771897035966547e-08,-3.9170349214111136e-07,-4.2509305433209877e-07,3.489284409492894e-08,-2.0262513129505292e-07,-1.8146046626352377e-08,3.254225754624936e-05
