Params:	92
Performance_R2:	0.7504463322333134
Alpha:	0.05
Alpha_Bonf:	0.0005434782608695652
Term	Coefficient	StdErr	p_value	CI_lower	CI_upper
Intercept	9.170088530750466	0.003758100078653925	0.0	9.157085608497102	9.18309145300383
1	-0.008787230962612141	0.0037521384638670363	0.01921261953937012	-0.02176952619382222	0.004195064268597939
2	-0.04728616714229881	0.0037544978234538098	5.584671741908607e-36	-0.06027662569237546	-0.034295708592222154
3	0.11609451061209591	0.003756269809162356	1.234605807828513e-196	0.1030979210405137	0.12909110018367814
4	0.4007080201737351	0.003756703368686206	0.0	0.38770993049820063	0.41370610984926953
5	0.26643546198792956	0.003756195810216558	0.0	0.25343912845065164	0.27943179552520747
6	0.01486877827888983	0.0037529222221774324	7.509371210093331e-05	0.0018837712656190764	0.027853785292160586
7	0.10530631516353929	0.003753314017297303	3.5746820303551225e-164	0.09231995254999811	0.11829267777708047
8	-0.028615070044526462	0.0037529926858571377	2.7741763154464543e-14	-0.04160032086017866	-0.015629819228874263
9	0.008972633779618221	0.0037529195008458765	0.01683630129437989	-0.004012363817920672	0.021957631377157116
10	-0.01144549636675569	0.0037520497962072316	0.002293492454635832	-0.02442748481031704	0.0015364920768056595
11	0.0032690279512222987	0.0037532031499408714	0.3837860035591163	-0.009716951064334279	0.016255006966778878
12	0.16364023504172528	0.003752781411773832	0.0	0.15065571522855356	0.176624754854897
13	0.0202787645659125	0.003751840491349789	6.695650111876168e-08	0.007297500311364644	0.03326002882046035
1,2	-0.0042858600698689	0.0037453013495786624	0.2525263125103938	-0.01724449907488265	0.00867277893514485
1,3	-0.0006526408431415398	0.003745839745291002	0.8616891197707779	-0.01361314268241797	0.012307860996134888
1,4	-0.00407742127984799	0.00375195627419729	0.2771870528021802	-0.017059086139843496	0.008904243580147516
1,5	-0.0027077800510827525	0.0037471438412525616	0.4699345988970063	-0.01567279402629069	0.010257233924125182
1,6	-0.0030524536973498507	0.0037429690557431007	0.4148045875415164	-0.016003023030247077	0.009898115635547378
1,7	-0.005428092393063392	0.0037440870650587137	0.14716578971445649	-0.01838253000724776	0.007526345221120975
