Mutation,Order 1,Order 2,Order 3,Order 4,Order 5,Order 6,Order 7,Order 8,Order 9,Order 10,Order 11,Order 12,Order 13
Mut 1,0.03480946933349625,0.04993171809179926,0.06514364425923898,0.07899305691671286,0.09074391742267057,0.10233634955482115,0.115318554047826,0.12010205717346159,0.1153201905172741,0.09907034788340344,0.07187105294690362,0.03829688840283077,0.018062753449561517
Mut 2,0.027860887206743304,0.031683771102794626,0.02993456887197267,0.03075631476666211,0.03241483175284363,0.0350331304378263,0.03856588791287441,0.04468174995780045,0.05622044746738229,0.06934698827199172,0.08513108058850812,0.1621810378684737,0.35618930379412655
Mut 3,0.015266112770902656,0.020519273966187225,0.029959900869454284,0.03382030555998448,0.03572990408115546,0.03865129111409396,0.04337996747155595,0.05252046186366361,0.06328239006170629,0.07709699096657069,0.1003994250622251,0.39170647536681374,0.09766750084568654
Mut 4,0.25773257408901756,0.20243571622709422,0.14949325655882106,0.10678700148354307,0.0740109418807096,0.05093674367816813,0.036439873797382755,0.02886249097428615,0.026881929023971896,0.02911681298249215,0.028460547749248857,0.00857523007979369,0.0002668814754709686
Mut 5,0.23100203633284935,0.17140214193758205,0.12482349831783217,0.09362717592713377,0.07405312547500979,0.0613279568241494,0.0511036113365442,0.042497412231719225,0.03797625279857772,0.03904147257788689,0.0342007923128059,0.02326544887135738,0.015679075056552236
Mut 6,0.026623586391372446,0.04170049025243991,0.058918944746009595,0.0746563650882649,0.08323368670338684,0.08911294105463181,0.09602958485042314,0.1016809873660836,0.09790557830763552,0.09281627038211919,0.11789858759402227,0.056636576803359616,0.06278640046025123
Mut 7,0.14200365695986975,0.160085062778134,0.15355278852533158,0.13410974461549682,0.11019969420874455,0.08719168713578433,0.06555590395818761,0.04626221305045812,0.031810683424597884,0.022269368417863738,0.017629099349703286,0.00996656952750203,0.019363528048326212
Mut 8,0.00744875407325904,0.028110225236590774,0.05824200453299029,0.08429516496067631,0.10090273909447187,0.10740750930637707,0.10564833043642927,0.09625295623825746,0.08489381569539631,0.08765290336940848,0.09009514451203791,0.06280656371211556,0.08624388883198952
Mut 9,0.026133311175013284,0.03858464055955933,0.05617677362679986,0.07738925210807615,0.09936803339568419,0.11776222060409001,0.12838006511327324,0.12860198576783574,0.11803767224198633,0.09015094834989798,0.06156249730415259,0.03756199493532809,0.020290604818302936
Mut 10,0.011532049185890621,0.023053644858060166,0.040496242379311105,0.06139498679915462,0.08192593694768589,0.09417686195286425,0.09825433485431302,0.09974541180805123,0.0937511143738048,0.08036425666167969,0.0625712527879018,0.05475314131463801,0.19798076607664475
Mut 11,0.0314598098686576,0.03201565376515886,0.03307027500193335,0.03777788227782237,0.04339835968129105,0.049625121955368175,0.05972653892502075,0.08050300481459935,0.11716273829538759,0.1566771061665852,0.17712253276856657,0.08980833795899755,0.09165263852061176
Mut 12,0.1586780361863134,0.1596347297517033,0.1468241067677549,0.12115112916787792,0.0962753626370976,0.07788582489016743,0.06517319225398363,0.05581389511380116,0.046758470416279965,0.03573600338816754,0.02152648107341385,0.010634277037266292,0.0039084913161732465
Mut 13,0.029449716426614828,0.04084293147289628,0.05336399554255017,0.06524162032859472,0.07774346671924905,0.08855236149165795,0.09642415504218597,0.10247537363998238,0.10999871737599927,0.12066053058193323,0.13153150595051008,0.05380745812152354,0.02990816730630254
