FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.476492812500000000e+05,9.082300000000000000e+04,1.065406640625000000e+05,7.432817968750000000e+04,6.068700000000000000e+04,8.026714062500000000e+04,3.281760009765625000e+03,1.817115039062500000e+04,6.265999755859374964e+00
9.677406250000000000e+04,5.856900000000000000e+04,1.082857031250000000e+05,4.329473828125000000e+04,3.708500000000000000e+04,7.650975000000000000e+04,2.017560058593750000e+03,1.145400000000000000e+04,6.577000122070312926e+00
9.077044531250000000e+04,5.615200000000000000e+04,1.059398125000000000e+05,4.340858984375000000e+04,3.783200000000000000e+04,7.519627343750000000e+04,4.308600097656250000e+03,9.888389648437500000e+03,6.824000244140624893e+00
1.006182812500000000e+05,5.794200000000000000e+04,1.138055156250000000e+05,5.763362890625000000e+04,4.787800000000000000e+04,7.888962500000000000e+04,2.880140136718750000e+03,1.904744921875000000e+04,7.090999755859375142e+00
1.150758906250000000e+05,7.579100000000000000e+04,9.950539843750000000e+04,6.823410156250000000e+04,5.889800000000000000e+04,7.592430468750000000e+04,1.755260009765625000e+03,9.435750000000000000e+03,7.282999877929687393e+00
7.246678125000000000e+04,4.404300000000000000e+04,1.078305937500000000e+05,4.377014843750000000e+04,3.807000000000000000e+04,7.534858593750000000e+04,2.018420043945312500e+03,2.156318945312500000e+04,7.327999877929687322e+00
1.302905156250000000e+05,7.931800000000000000e+04,1.076517265625000000e+05,6.701970312500000000e+04,5.560200000000000000e+04,7.899362500000000000e+04,2.150000000000000000e+03,9.907709960937500000e+03,7.892000122070312429e+00
6.442515234375000000e+04,3.576000000000000000e+04,1.180695468750000000e+05,5.804487109375000000e+04,4.704400000000000000e+04,8.086107812500000000e+04,1.830080078125000000e+03,1.305134960937500000e+04,8.042000122070312784e+00
1.199760234375000000e+05,7.313900000000000000e+04,1.075041875000000000e+05,5.776541796875000000e+04,4.747500000000000000e+04,7.974121875000000000e+04,1.563479980468750000e+03,8.153040039062500000e+03,8.517000122070312429e+00
1.329440156250000000e+05,7.960100000000000000e+04,1.094536406250000000e+05,6.997565625000000000e+04,5.760500000000000000e+04,7.960983593750000000e+04,3.362600097656250000e+03,1.835675976562500000e+04,8.592999877929687003e+00
6.571713281250000000e+04,4.330700000000000000e+04,9.944900781250000000e+04,3.539355078125000000e+04,3.256600000000000000e+04,7.122617968750000000e+04,1.153260009765625000e+03,7.104239746093750000e+03,8.724000244140624361e+00
1.106320390625000000e+05,6.752400000000000000e+04,1.073748828125000000e+05,6.465644921875000000e+04,5.197200000000000000e+04,8.153092187500000000e+04,3.244780029296875000e+03,1.950216015625000000e+04,8.729000244140625142e+00
8.388049218750000000e+04,4.731500000000000000e+04,1.161828750000000000e+05,7.238100000000000000e+04,5.594700000000000000e+04,8.478670312500000000e+04,3.071920166015625000e+03,1.629090039062500000e+04,9.035000000000000142e+00
8.393844531250000000e+04,4.934700000000000000e+04,1.114756718750000000e+05,4.265166015625000000e+04,3.729500000000000000e+04,7.494890625000000000e+04,1.777619995117187500e+03,1.004916015625000000e+04,9.780999755859374645e+00
9.915671875000000000e+04,6.436200000000000000e+04,1.009653984375000000e+05,3.817632031250000000e+04,3.385900000000000000e+04,7.389241406250000000e+04,2.050239990234375000e+03,1.153266015625000000e+04,1.017099975585937521e+01
8.073838281250000000e+04,5.067100000000000000e+04,1.044240468750000000e+05,9.280431250000000000e+04,7.355400000000000000e+04,8.268787500000000000e+04,2.439820068359375000e+03,2.061236914062500000e+04,1.034500000000000064e+01
1.072666718750000000e+05,6.258700000000000000e+04,1.123209062500000000e+05,6.473994140625000000e+04,5.667800000000000000e+04,7.485791406250000000e+04,2.013260009765625000e+03,1.637094042968750000e+04,1.048699951171875000e+01
1.104728359375000000e+05,6.492700000000000000e+04,1.115090468750000000e+05,6.194267968750000000e+04,5.150600000000000000e+04,7.881558593750000000e+04,2.543020019531250000e+03,1.709199023437500000e+04,1.100900024414062450e+01
1.228460703125000000e+05,7.096900000000000000e+04,1.134416484375000000e+05,6.112157812500000000e+04,5.148100000000000000e+04,7.780857812500000000e+04,1.486080078125000000e+03,8.797500000000000000e+03,1.133999999999999986e+01
1.559770000000000000e+05,9.289800000000000000e+04,1.100358359375000000e+05,7.353606250000000000e+04,5.869000000000000000e+04,8.211381250000000000e+04,3.855380126953125000e+03,2.567627929687500000e+04,1.138000000000000078e+01
1.005902187500000000e+05,5.930800000000000000e+04,1.111533125000000000e+05,1.138637968750000000e+05,9.007200000000000000e+04,8.284681250000000000e+04,4.382560058593750000e+03,2.869778906250000000e+04,1.177599975585937564e+01
7.824714062500000000e+04,4.929900000000000000e+04,1.040184296875000000e+05,4.298355078125000000e+04,3.504700000000000000e+04,8.037692968750000000e+04,4.278500000000000000e+03,9.506129882812500000e+03,1.196099975585937614e+01
6.586109375000000000e+04,4.548500000000000000e+04,9.489442968750000000e+04,6.266373046875000000e+04,5.304900000000000000e+04,7.741390625000000000e+04,1.513599975585937500e+03,8.786459960937500000e+03,1.217599975585937599e+01
1.220610000000000000e+05,7.325100000000000000e+04,1.092051875000000000e+05,4.912316796875000000e+04,4.343500000000000000e+04,7.411847656250000000e+04,1.426739990234375000e+03,7.373339843750000000e+03,1.290800048828124957e+01
1.186010859375000000e+05,7.213100000000000000e+04,1.077572812500000000e+05,5.324591796875000000e+04,4.572300000000000000e+04,7.631880468750000000e+04,1.603900024414062500e+03,7.850819824218750000e+03,1.312300048828124943e+01
1.335222968750000000e+05,7.914100000000000000e+04,1.105686953125000000e+05,7.048971093750000000e+04,5.888100000000000000e+04,7.845678125000000000e+04,2.426919921875000000e+03,1.490330957031250000e+04,1.336199951171875000e+01
8.484795312500000000e+04,5.155700000000000000e+04,1.078533593750000000e+05,6.695760156250000000e+04,5.792100000000000000e+04,7.576067187500000000e+04,1.664099975585937500e+03,1.288644042968750000e+04,1.356900024414062500e+01
9.031782031250000000e+04,5.856200000000000000e+04,1.010735390625000000e+05,4.154696875000000000e+04,3.863400000000000000e+04,7.047735937500000000e+04,1.050920043945312500e+03,6.009209960937500000e+03,1.369400024414062500e+01
1.083134296875000000e+05,6.678800000000000000e+04,1.062830000000000000e+05,9.053075781250000000e+04,5.854800000000000000e+04,1.013360625000000000e+05,3.198340087890625000e+03,2.758758007812500000e+04,1.396199951171874964e+01
1.084689843750000000e+05,6.511000000000000000e+04,1.091786796875000000e+05,7.656308593750000000e+04,6.776600000000000000e+04,7.404360156250000000e+04,1.662380004882812500e+03,9.857339843750000000e+03,1.466199951171875071e+01
1.003999062500000000e+05,6.047400000000000000e+04,1.088039218750000000e+05,6.696381250000000000e+04,5.623400000000000000e+04,7.804069531250000000e+04,2.887880126953125000e+03,3.192975000000000000e+04,1.515500000000000114e+01
1.238440312500000000e+05,7.303100000000000000e+04,1.111342109375000000e+05,7.107621093750000000e+04,6.216700000000000000e+04,7.492802343750000000e+04,3.362600097656250000e+03,1.771850976562500000e+04,1.578300048828124957e+01
8.721475000000000000e+04,4.891000000000000000e+04,1.168617031250000000e+05,5.573889062500000000e+04,4.589800000000000000e+04,7.958743750000000000e+04,5.791240234375000000e+03,1.219712988281250000e+04,1.595099975585937457e+01
1.230370000000000000e+05,7.427400000000000000e+04,1.085622500000000000e+05,6.823271875000000000e+04,5.762200000000000000e+04,7.760402343750000000e+04,1.663239990234375000e+03,9.883559570312500000e+03,1.630400024414062443e+01
1.161946328125000000e+05,6.471100000000000000e+04,1.176760000000000000e+05,6.918008593750000000e+04,5.476300000000000000e+04,8.278921875000000000e+04,4.645720214843750000e+03,3.030686914062500000e+04,1.640699951171875171e+01
