FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,585/15 YG E-A,530/30 Blue B-A,Time
1.142530000000000000e+05,7.097000000000000000e+04,1.055049296875000000e+05,4.748166015625000000e+04,4.189100000000000000e+04,7.428225781250000000e+04,6.922999877929687500e+02,1.039278027343750000e+04,2.279999923706054754e-01
1.235616015625000000e+05,7.332200000000000000e+04,1.104407031250000000e+05,9.800000781250000000e+04,6.310700000000000000e+04,1.017720468750000000e+05,1.867060058593750000e+03,2.854323046875000000e+04,2.279999923706054754e-01
1.035737343750000000e+05,6.235000000000000000e+04,1.088662187500000000e+05,3.695501953125000000e+04,3.221500000000000000e+04,7.517878125000000000e+04,3.801199951171875000e+02,4.375290039062500000e+03,2.310000038146972634e-01
1.932126250000000000e+05,1.177030000000000000e+05,1.075791015625000000e+05,1.036531796875000000e+05,7.882700000000000000e+04,8.617624218750000000e+04,1.123160034179687500e+03,1.932690039062500000e+04,2.329999923706054799e-01
1.258149453125000000e+05,7.068200000000000000e+04,1.166550000000000000e+05,6.617789843750000000e+04,4.544700000000000000e+04,9.543060937500000000e+04,1.104239990234375000e+03,1.577201953125000000e+04,2.339999961853027333e-01
1.014308046875000000e+05,6.551700000000000000e+04,1.014602187500000000e+05,3.597039062500000000e+04,2.945300000000000000e+04,8.003787500000000000e+04,6.381199951171875000e+02,9.688979492187500000e+03,2.339999961853027333e-01
1.052213437500000000e+05,6.677800000000000000e+04,1.032643359375000000e+05,3.900087109375000000e+04,3.427500000000000000e+04,7.457216406250000000e+04,4.687000122070312500e+02,5.346120117187500000e+03,2.379999923706054843e-01
8.436971093750000000e+04,5.471700000000000000e+04,1.010518359375000000e+05,3.442892968750000000e+04,3.002500000000000000e+04,7.514852343750000000e+04,7.060599975585937500e+02,1.009125000000000000e+04,2.379999923706054843e-01
1.079114453125000000e+05,6.763800000000000000e+04,1.045578593750000000e+05,3.911678906250000000e+04,3.513000000000000000e+04,7.297347656250000000e+04,4.927799987792968750e+02,7.065600097656250000e+03,2.379999923706054843e-01
9.073871875000000000e+04,6.015200000000000000e+04,9.886044531250000000e+04,2.554449023437500000e+04,2.366000000000000000e+04,7.075586718750000000e+04,7.215400390625000000e+02,1.079021972656250000e+04,2.379999923706054843e-01
