Params:	92
Performance_R2:	0.13930518296344763
Alpha:	0.05
Alpha_Bonf:	0.0005434782608695652
Term	Coefficient	StdErr	p_value	CI_lower	CI_upper
Intercept	4.300100844597522	0.0012557687106409276	0.0	4.295756199688046	4.304445489506999
1	0.0028673417968302305	0.001255760710833952	0.022435645503302147	-0.0014772754353201208	0.007211959028980582
2	0.011699185637319032	0.0012557652782739155	1.5263120019416683e-20	0.007354552602971493	0.01604381867166657
3	-0.019543946801376808	0.0012557655465742924	7.805721823975173e-54	-0.023888580763976385	-0.015199312838777231
4	0.015183085917458237	0.0012557663220453352	2.2978451158156016e-33	0.010838449271923265	0.01952772256299321
5	0.00802323427037739	0.0012557636849321952	1.7609616184329434e-10	0.0036786067485927425	0.012367861792162036
6	-0.0015756264951952135	0.0012557712759950078	0.20962110461564018	-0.005920280280154063	0.0027690272897636366
7	0.00880374414086405	0.0012557588992560605	2.5628451292785103e-12	0.004459133176319029	0.01314835510540907
8	0.0014487463161619893	0.0012557704292923478	0.248669167431923	-0.0028959045394179313	0.005793397171741909
9	0.00354625467688947	0.001255768423099347	0.004754898674569335	-0.0007983892377656332	0.007890898591544572
10	-0.004566345392631642	0.00125575716693829	0.0002782771393711601	-0.00891095036379148	-0.00022174042147180342
11	0.0004207850775698118	0.0012557622188077602	0.7375708947066588	-0.003923837371791857	0.00476540752693148
12	-0.0003939822993065387	0.0012557620147319844	0.7537269264426347	-0.004738604042617187	0.003950639444004109
13	0.0020331070629416954	0.0012557592949020604	0.10548078411019873	-0.0023115052704392944	0.006377719396322685
1,2	-0.0012394164401848466	0.0012557544126903185	0.32367741268397054	-0.005584011882337212	0.003105179001967518
1,3	-0.00025825581505239557	0.0012557460244175143	0.8370622686860948	-0.004602822235883852	0.004086310605779062
1,4	0.0027860458805581485	0.0012557553154994708	0.026540238489706984	-0.001558552685087543	0.00713064444620384
1,5	0.0003223246974343448	0.0012557554138545393	0.7974339648488888	-0.004022274208495226	0.004666923603363916
1,6	0.0007706593603648935	0.001255761472127732	0.5394316775473724	-0.0035739605056710764	0.005115279226400863
1,7	0.0011007400281997427	0.0012557519309283228	0.38075261920219483	-0.0032438468276783108	0.005445326884077796
1,8	-0.001229537462649586	0.00125575865980075	0.32755046125729315	-0.005574147598739266	0.003115072673440094
1,9	0.00031592475959349095	0.0012557574228356406	0.8013713300431878	-0.004028681096907025	0.004660530616094007
1,10	-0.00048359071206232436	0.001255750641801223	0.7001728196833092	-0.004828173107883804	0.003860991683759156
1,11	-0.00041407570749902754	0.001255758425042638	0.7416038399105376	-0.004758685031384496	0.00393053361638644
1,12	-0.0012998377231988366	0.0012557446864714383	0.30064717743389513	-0.005644399515072302	0.003044724068674629
1,13	0.0005701547262550256	0.0012557488082482022	0.6498153963770259	-0.003774421325932687	0.004914730778442738
2,3	0.009389561233058499	0.001255746323829598	8.385656260422989e-14	0.0050449937763362976	0.0137341286897807
2,4	-0.015033054733374464	0.0012557580062712169	9.513153874329722e-33	-0.019377662608415804	-0.010688446858333124
2,5	-0.003756050107870004	0.0012557489562253982	0.002788303419728471	-0.008100626672021716	0.0005885264562817075
2,6	-0.00020961470840170915	0.0012557595833584438	0.8674351050861823	-0.004554228039769468	0.004134998622966049
2,7	-0.0013809059715658846	0.0012557522277267781	0.27151123981036496	-0.005725493854292184	0.002963681911160415
2,8	0.0003232637611111423	0.001255752450361426	0.7968562422814235	-0.004021324891875223	0.004667852414097508
2,9	0.0008731906181341717	0.001255754985674355	0.48685534532268104	-0.003471406806399309	0.0052177880426676525
2,10	0.00031377098430621043	0.0012557512784674648	0.8026964628623877	-0.004030813614220851	0.004658355582833272
2,11	-0.0022498777778869276	0.0012557571255249309	0.0732264917383962	-0.006594482605766926	0.0020947270499930707
2,12	-0.0022883423721591903	0.001255748037856779	0.06844740334451446	-0.00663291575898572	0.0020562310146673398
2,13	-0.0009468205907809439	0.0012557429117899378	0.4508758269450126	-0.005291376242701342	0.003397735061139454
3,4	0.015028984658717234	0.001255753156885012	9.879957201548398e-33	0.010684393561336391	0.019373575756098077
3,5	0.0079409934046464	0.0012557504558335522	2.689710360856325e-10	0.003596411652226437	0.012285575157066363
3,6	0.00021558519428747664	0.001255758882488488	0.8636956064405832	-0.004129025712245947	0.0045601961008209
3,7	-0.0018541386695385392	0.0012557422945564316	0.1398412786918699	-0.00619869218598575	0.0024904148469086715
3,8	-0.0011966786791625561	0.0012557535965716132	0.34064064407913786	-0.005541271297748807	0.0031479139394236942
3,9	-0.0029448686788086124	0.001255765607346634	0.019047216061775417	-0.007289502851665256	0.0013997654940480315
3,10	-0.004835161728457502	0.001255744644505378	0.0001188213909090973	-0.00917972337513892	-0.0004906000817760841
3,11	0.005753713219786784	0.0012557539683444336	4.677466454102235e-06	0.0014091193149597808	0.010098307124613787
3,12	-0.0020917537113328164	0.0012557469617768663	0.09580316667458184	-0.0064363233751926294	0.0022528159525269965
3,13	0.0019357206579001603	0.0012557463474969638	0.12323679913384566	-0.0024088468807051933	0.0062802881965055134
