,1,1,2,3,4,5,6,7,8,9,10,11,12,13
1,0.00021211211734366593,-2.9770483233473752e-05,-3.0489727809415277e-05,-2.9564793963177406e-05,-3.0147435963189528e-05,-3.0275093603061663e-05,-3.104245153470103e-05,-3.0428760026988895e-05,-3.055244916617506e-05,-2.949183483269522e-05,-3.0145275419888607e-05,-3.0600812224556484e-05,-2.9326339204685723e-05,-3.0900884972975366e-05
1,-2.9770483233473752e-05,6.11234868686741e-05,-5.069318351816908e-08,2.6529006358842988e-08,-4.942871291545365e-07,-1.0777981131331763e-07,-1.3627846640927694e-07,-1.318226650054772e-07,1.2614331645291154e-08,-3.760244631901885e-08,2.5382817955377945e-07,-3.3748652589541656e-07,5.179547274920174e-08,6.277129097718784e-08
2,-3.0489727809415277e-05,-5.069318351816908e-08,6.11644411879742e-05,-1.0884836030331215e-06,5.808705485038782e-07,4.2523175380311245e-07,7.165369687309317e-08,-1.5616018276799288e-07,5.475784719623148e-08,-5.615598205311205e-07,-3.6588781867023047e-07,5.3790034910945876e-08,-4.931097288659549e-07,3.357183673131388e-07
3,-2.9564793963177406e-05,2.6529006358842988e-08,-1.0884836030331215e-06,6.115117443647384e-05,7.041734759616818e-08,-6.268228345857976e-07,2.8130188651063834e-09,-4.4731255471344627e-07,-1.076072016941553e-07,8.57228105040387e-08,4.724993261497957e-07,-4.5214148970088395e-07,5.604670298669531e-07,-1.8542791968882176e-07
4,-3.0147435963189528e-05,-4.942871291545365e-07,5.808705485038782e-07,7.041734759616818e-08,6.117625330215171e-05,1.4286327256897435e-07,-1.080184688421168e-07,-2.4640913311687697e-07,-1.9188936050876135e-07,-3.4804855667211466e-07,-3.718567256100187e-07,-1.933306624939353e-07,-1.154438518595216e-06,5.1515516029479646e-08
5,-3.0275093603061663e-05,-1.0777981131331763e-07,4.2523175380311245e-07,-6.268228345857976e-07,1.4286327256897435e-07,6.113007516995544e-05,7.277402508483912e-08,1.0321164516034514e-07,-4.3772945484922746e-08,-2.9207888961375504e-07,-4.2267609594734885e-07,-1.5079532768242603e-07,-3.7963757936945966e-07,1.354566970039727e-07
6,-3.104245153470103e-05,-1.3627846640927694e-07,7.165369687309317e-08,2.8130188651063834e-09,-1.080184688421168e-07,7.277402508483912e-08,6.112283208495004e-05,7.600152501905299e-07,2.5404833797023805e-07,-5.611541935457416e-08,-2.81161194706163e-07,4.091201254215484e-08,-1.3693276060740315e-07,2.5970569617321087e-07
7,-3.0428760026988895e-05,-1.318226650054772e-07,-1.5616018276799288e-07,-4.4731255471344627e-07,-2.4640913311687697e-07,1.0321164516034514e-07,7.600152501905299e-07,6.113036053439859e-05,4.525537751048849e-07,-1.4917045832440242e-07,7.551624327630409e-08,1.706193096582112e-07,-3.650801840417745e-07,-2.63292514695665e-07
8,-3.055244916617506e-05,1.2614331645291154e-08,5.475784719623148e-08,-1.076072016941553e-07,-1.9188936050876135e-07,-4.3772945484922746e-08,2.5404833797023805e-07,4.525537751048849e-07,6.111831702523563e-05,-3.3285816210196935e-07,-1.3373716206802398e-07,2.527415014498015e-07,-1.5230397955784768e-07,-2.4736747437824825e-07
9,-2.949183483269522e-05,-3.760244631901885e-08,-5.615598205311205e-07,8.57228105040387e-08,-3.4804855667211466e-07,-2.9207888961375504e-07,-5.611541935457416e-08,-1.4917045832440242e-07,-3.3285816210196935e-07,6.112504181273246e-05,2.0791150393437137e-07,-1.2388699515101736e-07,7.016136650723565e-08,-2.0296973088855276e-08
10,-3.0145275419888607e-05,2.5382817955377945e-07,-3.6588781867023047e-07,4.724993261497957e-07,-3.718567256100187e-07,-4.2267609594734885e-07,-2.81161194706163e-07,7.551624327630409e-08,-1.3373716206802398e-07,2.0791150393437137e-07,6.11228460580415e-05,-5.5372621153350614e-08,-3.025285710545765e-08,1.0400930089832072e-08
11,-3.0600812224556484e-05,-3.3748652589541656e-07,5.3790034910945876e-08,-4.5214148970088395e-07,-1.933306624939353e-07,-1.5079532768242603e-07,4.091201254215484e-08,1.706193096582112e-07,2.527415014498015e-07,-1.2388699515101736e-07,-5.5372621153350614e-08,6.112728831888392e-05,-7.535893166306118e-08,1.327493967026971e-07
12,-2.9326339204685723e-05,5.179547274920174e-08,-4.931097288659549e-07,5.604670298669531e-07,-1.154438518595216e-06,-3.7963757936945966e-07,-1.3693276060740315e-07,-3.650801840417745e-07,-1.5230397955784768e-07,7.016136650723565e-08,-3.025285710545765e-08,-7.535893166306118e-08,6.11512637206116e-05,2.576772220475264e-07
13,-3.0900884972975366e-05,6.277129097718784e-08,3.357183673131388e-07,-1.8542791968882176e-07,5.1515516029479646e-08,1.354566970039727e-07,2.5970569617321087e-07,-2.63292514695665e-07,-2.4736747437824825e-07,-2.0296973088855276e-08,1.0400930089832072e-08,1.327493967026971e-07,2.576772220475264e-07,6.111598781022764e-05
